data_128.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
32	S(28)	91.41	0.751	90.97	93.55	8502.77386
16	nnitro	91.41	0.751	90.97	93.55	8502.77386
13	ncof	91.41	0.751	90.97	93.55	8502.77386
10	6cvCH	91.41	0.751	90.97	93.55	8502.77386
40	S(43)	91.14	0.743	90.67	93.44	8458.289565
45	q+	90.86	0.734	90.37	93.33	8412.9089
33	S(30)	90.86	0.734	90.37	93.33	8412.9089
21	Shal	90.86	0.734	90.64	91.94	8361.61626
9	4cvCH	90.86	0.734	90.64	91.94	8361.61626
28	S(17)	90.86	0.734	90.91	90.63	8313.98738
46	q-	90.58	0.725	90.60	90.48	8266.7547
41	S(56)	90.58	0.725	90.60	90.48	8266.7547
35	S(32)	90.58	0.725	90.88	89.23	8222.471775
38	S(37)	90.58	0.725	90.88	89.23	8222.471775
48	A	90.30	0.717	90.30	90.32	8219.74527
23	S(5)	90.03	0.708	90.00	90.16	8173.67904
27	S(16)	90.03	0.708	90.00	90.16	8173.67904
47	m	90.30	0.717	90.85	87.88	8133.734205
31	S(27)	90.03	0.708	90.27	88.89	8128.31004
37	S(36)	85.60	0.568	84.36	97.14	7819.746
34	S(31)	87.53	0.628	87.14	90.00	7808.15406
drop:
11	nhet
data_50.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
49	Svpc	91.69	0.760	91.00	95.08	8601.548
35	S(33)	91.69	0.760	91.00	95.08	8601.548
21	S(3)	91.69	0.760	91.00	95.08	8601.548
13	ncoi	91.69	0.760	91.00	95.08	8601.548
14	noxy	91.69	0.760	91.00	95.08	8601.548
25	S(11)	91.69	0.760	91.00	95.08	8601.548
11	nhev	91.69	0.760	91.00	95.08	8601.548
8	2cv	91.69	0.760	91.00	95.08	8601.548
23	S(7)	91.69	0.760	91.00	95.08	8601.548
24	S(9)	91.69	0.760	91.00	95.08	8601.548
7	3cC	91.69	0.760	91.00	95.08	8601.548
38	S(41)	91.69	0.760	91.00	95.08	8601.548
6	3cP	91.69	0.760	91.00	95.08	8601.548
31	S(28)	91.69	0.760	91.00	95.08	8601.548
5	dis3	91.69	0.760	91.00	95.08	8601.548
18	1ka	91.69	0.760	91.00	95.08	8601.548
50	Svnc	91.69	0.760	91.00	95.08	8601.548
16	1k	91.69	0.760	91.00	95.08	8601.548
12	ncof	91.69	0.760	91.00	95.08	8601.548
48	VS	91.69	0.760	91.00	95.08	8601.548
28	S(20)	91.41	0.752	90.70	95.00	8557.2417
41	S(60)	91.41	0.752	90.70	95.00	8557.2417
39	S(43)	91.41	0.752	90.70	95.00	8557.2417
19	Scar	91.14	0.743	90.40	94.92	8513.87878
43	eb	91.14	0.743	90.40	94.92	8513.87878
3	dis1	91.41	0.751	90.97	93.55	8502.77386
10	6cvCH	91.41	0.751	90.97	93.55	8502.77386
17	3k	91.41	0.751	90.97	93.55	8502.77386
4	dis2	91.41	0.751	90.97	93.55	8502.77386
32	S(30)	90.86	0.734	90.37	93.33	8412.9089
15	nnitro	91.14	0.743	90.94	92.06	8407.2945
44	q+	91.14	0.743	90.94	92.06	8407.2945
42	S(80)	91.14	0.743	90.94	92.06	8407.2945
29	S(26)	91.14	0.743	90.94	92.06	8407.2945
27	S(17)	90.86	0.734	90.91	90.63	8313.98738
40	S(56)	90.86	0.734	90.91	90.63	8313.98738
20	Shal	90.58	0.725	90.60	90.48	8266.7547
9	4cvCH	90.58	0.725	90.60	90.48	8266.7547
47	A	90.58	0.725	90.60	90.48	8266.7547
34	S(32)	90.58	0.725	90.88	89.23	8222.471775
37	S(37)	90.58	0.725	90.88	89.23	8222.471775
30	S(27)	90.30	0.717	90.57	89.06	8174.691855
45	q-	90.30	0.717	90.57	89.06	8174.691855
22	S(5)	90.03	0.708	90.00	90.16	8173.67904
46	m	90.30	0.717	90.85	87.88	8133.734205
26	S(16)	90.03	0.708	90.27	88.89	8128.31004
36	S(36)	85.60	0.568	84.36	97.14	7819.746
33	S(31)	87.53	0.628	87.14	90.00	7808.15406
drop:
49	Svpc
data_49.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
38	S(41)	91.69	0.760	91.00	95.08	8601.548
24	S(9)	91.69	0.760	91.00	95.08	8601.548
11	nhev	91.69	0.760	91.00	95.08	8601.548
49	Svnc	91.69	0.760	91.00	95.08	8601.548
25	S(11)	91.69	0.760	91.00	95.08	8601.548
14	noxy	91.69	0.760	91.00	95.08	8601.548
8	2cv	91.69	0.760	91.00	95.08	8601.548
31	S(28)	91.69	0.760	91.00	95.08	8601.548
21	S(3)	91.69	0.760	91.00	95.08	8601.548
6	3cP	91.69	0.760	91.00	95.08	8601.548
35	S(33)	91.69	0.760	91.00	95.08	8601.548
41	S(60)	91.41	0.752	90.70	95.00	8557.2417
28	S(20)	91.41	0.752	90.70	95.00	8557.2417
7	3cC	91.41	0.752	90.70	95.00	8557.2417
19	Scar	91.14	0.743	90.40	94.92	8513.87878
43	eb	91.14	0.743	90.40	94.92	8513.87878
13	ncoi	91.41	0.751	90.97	93.55	8502.77386
15	nnitro	91.41	0.751	90.97	93.55	8502.77386
3	dis1	91.41	0.751	90.97	93.55	8502.77386
29	S(26)	91.41	0.751	90.97	93.55	8502.77386
5	dis3	91.41	0.751	90.97	93.55	8502.77386
42	S(80)	91.41	0.751	90.97	93.55	8502.77386
23	S(7)	91.41	0.751	90.97	93.55	8502.77386
48	VS	91.41	0.751	90.97	93.55	8502.77386
18	1ka	91.41	0.751	90.97	93.55	8502.77386
12	ncof	91.41	0.751	90.97	93.55	8502.77386
10	6cvCH	91.41	0.751	90.97	93.55	8502.77386
39	S(43)	91.14	0.743	90.67	93.44	8458.289565
4	dis2	91.14	0.743	90.67	93.44	8458.289565
17	3k	91.14	0.743	90.67	93.44	8458.289565
9	4cvCH	91.14	0.743	90.67	93.44	8458.289565
16	1k	91.14	0.743	90.67	93.44	8458.289565
32	S(30)	90.86	0.734	90.37	93.33	8412.9089
20	Shal	90.86	0.734	90.64	91.94	8361.61626
47	A	90.86	0.734	90.64	91.94	8361.61626
44	q+	90.86	0.734	90.64	91.94	8361.61626
40	S(56)	90.86	0.734	90.91	90.63	8313.98738
27	S(17)	90.86	0.734	90.91	90.63	8313.98738
45	q-	90.58	0.725	90.60	90.48	8266.7547
22	S(5)	90.58	0.725	90.60	90.48	8266.7547
37	S(37)	90.58	0.725	90.88	89.23	8222.471775
34	S(32)	90.58	0.725	90.88	89.23	8222.471775
46	m	90.30	0.717	90.85	87.88	8133.734205
26	S(16)	89.75	0.699	89.70	90.00	8126.84265
30	S(27)	90.03	0.708	90.54	87.69	8086.11687
36	S(36)	85.60	0.568	84.36	97.14	7819.746
33	S(31)	87.53	0.628	87.14	90.00	7808.15406
drop:
38	S(41)
data_48.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
17	3k	91.69	0.760	91.00	95.08	8601.548
12	ncof	91.69	0.760	91.00	95.08	8601.548
41	S(80)	91.69	0.760	91.00	95.08	8601.548
14	noxy	91.69	0.760	91.00	95.08	8601.548
23	S(7)	91.69	0.760	91.00	95.08	8601.548
48	Svnc	91.69	0.760	91.00	95.08	8601.548
35	S(33)	91.69	0.760	91.00	95.08	8601.548
47	VS	91.69	0.760	91.00	95.08	8601.548
13	ncoi	91.69	0.760	91.00	95.08	8601.548
25	S(11)	91.69	0.760	91.00	95.08	8601.548
15	nnitro	91.69	0.760	91.00	95.08	8601.548
18	1ka	91.69	0.760	91.00	95.08	8601.548
8	2cv	91.69	0.760	91.00	95.08	8601.548
11	nhev	91.69	0.760	91.00	95.08	8601.548
24	S(9)	91.69	0.760	91.00	95.08	8601.548
7	3cC	91.69	0.760	91.00	95.08	8601.548
16	1k	91.69	0.760	91.00	95.08	8601.548
6	3cP	91.69	0.760	91.00	95.08	8601.548
5	dis3	91.69	0.760	91.00	95.08	8601.548
21	S(3)	91.69	0.760	91.00	95.08	8601.548
38	S(43)	91.41	0.752	90.70	95.00	8557.2417
4	dis2	91.41	0.752	90.70	95.00	8557.2417
28	S(20)	91.41	0.752	90.70	95.00	8557.2417
19	Scar	91.41	0.752	90.70	95.00	8557.2417
40	S(60)	91.41	0.752	90.70	95.00	8557.2417
42	eb	91.14	0.743	90.40	94.92	8513.87878
3	dis1	91.41	0.751	90.97	93.55	8502.77386
29	S(26)	91.41	0.751	90.97	93.55	8502.77386
10	6cvCH	91.41	0.751	90.97	93.55	8502.77386
31	S(28)	91.41	0.751	90.97	93.55	8502.77386
9	4cvCH	91.14	0.743	90.67	93.44	8458.289565
20	Shal	91.14	0.743	90.67	93.44	8458.289565
32	S(30)	90.86	0.734	90.37	93.33	8412.9089
26	S(16)	90.86	0.734	90.37	93.33	8412.9089
39	S(56)	91.14	0.743	90.94	92.06	8407.2945
43	q+	90.86	0.734	90.64	91.94	8361.61626
46	A	90.58	0.725	90.33	91.80	8314.689825
34	S(32)	90.86	0.734	90.91	90.63	8313.98738
27	S(17)	90.86	0.734	90.91	90.63	8313.98738
30	S(27)	90.58	0.725	90.60	90.48	8266.7547
44	q-	90.58	0.725	90.60	90.48	8266.7547
22	S(5)	90.58	0.725	90.60	90.48	8266.7547
37	S(37)	90.58	0.725	90.88	89.23	8222.471775
45	m	90.30	0.717	90.85	87.88	8133.734205
36	S(36)	85.60	0.568	84.36	97.14	7819.746
33	S(31)	87.53	0.628	87.14	90.00	7808.15406
drop:
17	3k
data_47.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
24	S(11)	91.69	0.760	91.00	95.08	8601.548
46	VS	91.69	0.760	91.00	95.08	8601.548
13	ncoi	91.69	0.760	91.00	95.08	8601.548
34	S(33)	91.69	0.760	91.00	95.08	8601.548
11	nhev	91.69	0.760	91.00	95.08	8601.548
40	S(80)	91.69	0.760	91.00	95.08	8601.548
17	1ka	91.69	0.760	91.00	95.08	8601.548
30	S(28)	91.69	0.760	91.00	95.08	8601.548
47	Svnc	91.69	0.760	91.00	95.08	8601.548
6	3cP	91.69	0.760	91.00	95.08	8601.548
20	S(3)	91.69	0.760	91.00	95.08	8601.548
22	S(7)	91.69	0.760	91.00	95.08	8601.548
14	noxy	91.69	0.760	91.00	95.08	8601.548
12	ncof	91.69	0.760	91.00	95.08	8601.548
37	S(43)	91.41	0.752	90.70	95.00	8557.2417
18	Scar	91.41	0.752	90.70	95.00	8557.2417
16	1k	91.41	0.752	90.70	95.00	8557.2417
27	S(20)	91.41	0.752	90.70	95.00	8557.2417
7	3cC	91.41	0.752	90.70	95.00	8557.2417
39	S(60)	91.41	0.752	90.70	95.00	8557.2417
31	S(30)	91.14	0.743	90.40	94.92	8513.87878
41	eb	91.14	0.743	90.40	94.92	8513.87878
5	dis3	91.41	0.751	90.97	93.55	8502.77386
4	dis2	91.41	0.751	90.97	93.55	8502.77386
23	S(9)	91.41	0.751	90.97	93.55	8502.77386
8	2cv	91.41	0.751	90.97	93.55	8502.77386
3	dis1	91.41	0.751	90.97	93.55	8502.77386
15	nnitro	91.41	0.751	90.97	93.55	8502.77386
42	q+	91.14	0.743	90.67	93.44	8458.289565
10	6cvCH	91.14	0.743	90.67	93.44	8458.289565
9	4cvCH	91.14	0.743	90.67	93.44	8458.289565
19	Shal	91.14	0.743	90.67	93.44	8458.289565
28	S(26)	91.14	0.743	90.94	92.06	8407.2945
38	S(56)	91.14	0.743	90.94	92.06	8407.2945
25	S(16)	90.58	0.725	90.33	91.80	8314.689825
45	A	90.58	0.725	90.33	91.80	8314.689825
26	S(17)	90.86	0.734	90.91	90.63	8313.98738
21	S(5)	90.58	0.725	90.60	90.48	8266.7547
43	q-	90.58	0.725	90.60	90.48	8266.7547
36	S(37)	90.58	0.725	90.88	89.23	8222.471775
33	S(32)	90.58	0.725	90.88	89.23	8222.471775
44	m	90.30	0.717	90.85	87.88	8133.734205
29	S(27)	90.03	0.708	90.54	87.69	8086.11687
32	S(31)	87.81	0.637	87.42	90.20	7854.97807
35	S(36)	85.60	0.568	84.36	97.14	7819.746
drop:
24	S(11)
data_46.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
7	3cC	91.69	0.760	91.00	95.08	8601.548
45	VS	91.69	0.760	91.00	95.08	8601.548
17	1ka	91.69	0.760	91.00	95.08	8601.548
20	S(3)	91.69	0.760	91.00	95.08	8601.548
8	2cv	91.69	0.760	91.00	95.08	8601.548
46	Svnc	91.69	0.760	91.00	95.08	8601.548
6	3cP	91.69	0.760	91.00	95.08	8601.548
33	S(33)	91.69	0.760	91.00	95.08	8601.548
11	nhev	91.69	0.760	91.00	95.08	8601.548
39	S(80)	91.69	0.760	91.00	95.08	8601.548
13	ncoi	91.69	0.760	91.00	95.08	8601.548
29	S(28)	91.69	0.760	91.00	95.08	8601.548
14	noxy	91.69	0.760	91.00	95.08	8601.548
16	1k	91.69	0.760	91.00	95.08	8601.548
26	S(20)	91.41	0.752	90.70	95.00	8557.2417
18	Scar	91.41	0.752	90.70	95.00	8557.2417
38	S(60)	91.41	0.752	90.70	95.00	8557.2417
40	eb	91.41	0.752	90.70	95.00	8557.2417
30	S(30)	91.14	0.743	90.40	94.92	8513.87878
22	S(7)	91.41	0.751	90.97	93.55	8502.77386
12	ncof	91.41	0.751	90.97	93.55	8502.77386
15	nnitro	91.41	0.751	90.97	93.55	8502.77386
5	dis3	91.41	0.751	90.97	93.55	8502.77386
41	q+	91.41	0.751	90.97	93.55	8502.77386
3	dis1	91.41	0.751	90.97	93.55	8502.77386
4	dis2	91.41	0.751	90.97	93.55	8502.77386
23	S(9)	91.41	0.751	90.97	93.55	8502.77386
36	S(43)	91.14	0.743	90.67	93.44	8458.289565
27	S(26)	91.14	0.743	90.94	92.06	8407.2945
37	S(56)	91.14	0.743	90.94	92.06	8407.2945
19	Shal	90.86	0.734	90.64	91.94	8361.61626
10	6cvCH	90.86	0.734	90.64	91.94	8361.61626
9	4cvCH	90.86	0.734	90.64	91.94	8361.61626
44	A	90.58	0.725	90.33	91.80	8314.689825
24	S(16)	90.58	0.725	90.33	91.80	8314.689825
32	S(32)	90.86	0.734	90.91	90.63	8313.98738
25	S(17)	90.86	0.734	90.91	90.63	8313.98738
35	S(37)	90.58	0.725	90.88	89.23	8222.471775
21	S(5)	90.30	0.717	90.30	90.32	8219.74527
42	q-	90.30	0.717	90.57	89.06	8174.691855
43	m	90.30	0.717	90.85	87.88	8133.734205
28	S(27)	90.03	0.708	90.54	87.69	8086.11687
34	S(36)	85.60	0.568	84.36	97.14	7819.746
31	S(31)	87.53	0.628	87.14	90.00	7808.15406
drop:
7	3cC
data_45.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
4	dis2	91.69	0.760	91.00	95.08	8601.548
5	dis3	91.69	0.760	91.00	95.08	8601.548
32	S(33)	91.69	0.760	91.00	95.08	8601.548
19	S(3)	91.69	0.760	91.00	95.08	8601.548
28	S(28)	91.69	0.760	91.00	95.08	8601.548
38	S(80)	91.69	0.760	91.00	95.08	8601.548
12	ncoi	91.69	0.760	91.00	95.08	8601.548
16	1ka	91.41	0.752	90.70	95.00	8557.2417
25	S(20)	91.41	0.752	90.70	95.00	8557.2417
37	S(60)	91.41	0.752	90.70	95.00	8557.2417
44	VS	91.41	0.752	90.70	95.00	8557.2417
6	3cP	91.41	0.752	90.70	95.00	8557.2417
13	noxy	91.41	0.752	90.70	95.00	8557.2417
10	nhev	91.41	0.752	90.70	95.00	8557.2417
39	eb	91.41	0.752	90.70	95.00	8557.2417
17	Scar	91.41	0.752	90.70	95.00	8557.2417
45	Svnc	91.41	0.752	90.70	95.00	8557.2417
7	2cv	91.41	0.752	90.70	95.00	8557.2417
15	1k	91.41	0.752	90.70	95.00	8557.2417
29	S(30)	91.14	0.743	90.40	94.92	8513.87878
22	S(9)	91.41	0.751	90.97	93.55	8502.77386
21	S(7)	91.41	0.751	90.97	93.55	8502.77386
11	ncof	91.41	0.751	90.97	93.55	8502.77386
3	dis1	91.41	0.751	90.97	93.55	8502.77386
40	q+	91.41	0.751	90.97	93.55	8502.77386
31	S(32)	91.14	0.743	90.67	93.44	8458.289565
14	nnitro	91.14	0.743	90.67	93.44	8458.289565
9	6cvCH	91.14	0.743	90.67	93.44	8458.289565
35	S(43)	91.14	0.743	90.67	93.44	8458.289565
18	Shal	91.14	0.743	90.67	93.44	8458.289565
36	S(56)	91.14	0.743	90.94	92.06	8407.2945
26	S(26)	91.14	0.743	90.94	92.06	8407.2945
8	4cvCH	90.86	0.734	90.64	91.94	8361.61626
24	S(17)	90.86	0.734	90.91	90.63	8313.98738
23	S(16)	90.30	0.717	90.03	91.67	8268.89445
43	A	90.30	0.717	90.03	91.67	8268.89445
41	q-	90.58	0.725	90.60	90.48	8266.7547
42	m	90.58	0.725	90.88	89.23	8222.471775
34	S(37)	90.58	0.725	90.88	89.23	8222.471775
20	S(5)	90.30	0.717	90.30	90.32	8219.74527
27	S(27)	90.03	0.708	90.54	87.69	8086.11687
30	S(31)	88.09	0.646	87.70	90.38	7901.05344
33	S(36)	85.87	0.578	84.62	97.22	7859.85216
drop:
4	dis2
data_44.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
16	Scar	91.41	0.753	90.43	96.55	8616.31887
31	S(33)	91.69	0.760	91.00	95.08	8601.548
11	ncoi	91.69	0.760	91.00	95.08	8601.548
21	S(9)	91.69	0.760	91.00	95.08	8601.548
18	S(3)	91.69	0.760	91.00	95.08	8601.548
9	nhev	91.41	0.752	90.70	95.00	8557.2417
44	Svnc	91.41	0.752	90.70	95.00	8557.2417
14	1k	91.41	0.752	90.70	95.00	8557.2417
36	S(60)	91.41	0.752	90.70	95.00	8557.2417
15	1ka	91.41	0.752	90.70	95.00	8557.2417
5	3cP	91.41	0.752	90.70	95.00	8557.2417
37	S(80)	91.41	0.751	90.97	93.55	8502.77386
35	S(56)	91.41	0.751	90.97	93.55	8502.77386
20	S(7)	91.41	0.751	90.97	93.55	8502.77386
8	6cvCH	91.41	0.751	90.97	93.55	8502.77386
7	4cvCH	91.41	0.751	90.97	93.55	8502.77386
27	S(28)	91.41	0.751	90.97	93.55	8502.77386
12	noxy	91.14	0.743	90.67	93.44	8458.289565
24	S(20)	91.14	0.743	90.67	93.44	8458.289565
43	VS	91.14	0.743	90.67	93.44	8458.289565
38	eb	91.14	0.743	90.67	93.44	8458.289565
6	2cv	91.14	0.743	90.67	93.44	8458.289565
13	nnitro	91.14	0.743	90.67	93.44	8458.289565
28	S(30)	90.86	0.734	90.37	93.33	8412.9089
3	dis1	91.14	0.743	90.94	92.06	8407.2945
19	S(5)	91.14	0.743	90.94	92.06	8407.2945
34	S(43)	91.14	0.743	90.94	92.06	8407.2945
10	ncof	91.14	0.743	90.94	92.06	8407.2945
25	S(26)	91.14	0.743	90.94	92.06	8407.2945
17	Shal	90.86	0.734	90.64	91.94	8361.61626
39	q+	90.86	0.734	90.64	91.94	8361.61626
4	dis3	90.86	0.734	90.64	91.94	8361.61626
40	q-	90.86	0.734	90.64	91.94	8361.61626
30	S(32)	90.86	0.734	90.91	90.63	8313.98738
23	S(17)	90.86	0.734	90.91	90.63	8313.98738
22	S(16)	90.30	0.717	90.03	91.67	8268.89445
42	A	90.30	0.717	90.03	91.67	8268.89445
33	S(37)	90.58	0.725	90.88	89.23	8222.471775
41	m	90.58	0.725	90.88	89.23	8222.471775
26	S(27)	90.30	0.717	90.57	89.06	8174.691855
29	S(31)	88.37	0.655	87.99	90.57	7948.152
32	S(36)	85.32	0.556	84.31	94.44	7675.1675
drop:
16	Scar
data_43.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
20	S(9)	91.69	0.761	90.73	96.61	8659.88517
30	S(33)	91.69	0.761	90.73	96.61	8659.88517
37	eb	91.69	0.761	90.73	96.61	8659.88517
26	S(28)	91.69	0.761	90.73	96.61	8659.88517
17	S(3)	91.69	0.761	90.73	96.61	8659.88517
16	Shal	91.69	0.761	90.73	96.61	8659.88517
36	S(80)	91.69	0.761	90.73	96.61	8659.88517
11	ncoi	91.69	0.761	90.73	96.61	8659.88517
8	6cvCH	91.69	0.761	90.73	96.61	8659.88517
19	S(7)	91.69	0.761	90.73	96.61	8659.88517
23	S(20)	91.41	0.753	90.43	96.55	8616.31887
6	2cv	91.41	0.753	90.43	96.55	8616.31887
24	S(26)	91.41	0.753	90.43	96.55	8616.31887
5	3cP	91.41	0.753	90.43	96.55	8616.31887
14	1k	91.14	0.744	90.13	96.49	8573.69604
9	nhev	91.14	0.744	90.13	96.49	8573.69604
43	Svnc	91.14	0.744	90.13	96.49	8573.69604
15	1ka	91.14	0.744	90.13	96.49	8573.69604
42	VS	91.14	0.744	90.13	96.49	8573.69604
35	S(60)	91.41	0.752	90.70	95.00	8557.2417
33	S(43)	91.41	0.752	90.70	95.00	8557.2417
10	ncof	91.41	0.752	90.70	95.00	8557.2417
13	nnitro	91.41	0.752	90.70	95.00	8557.2417
29	S(32)	91.14	0.743	90.40	94.92	8513.87878
12	noxy	91.14	0.743	90.40	94.92	8513.87878
4	dis3	91.14	0.743	90.40	94.92	8513.87878
7	4cvCH	91.14	0.743	90.40	94.92	8513.87878
34	S(56)	91.14	0.743	90.40	94.92	8513.87878
27	S(30)	90.86	0.735	90.10	94.83	8469.331675
25	S(27)	90.86	0.735	90.10	94.83	8469.331675
38	q+	90.86	0.734	90.37	93.33	8412.9089
22	S(17)	90.86	0.734	90.37	93.33	8412.9089
3	dis1	90.86	0.734	90.37	93.33	8412.9089
21	S(16)	90.30	0.718	89.51	94.64	8380.48235
40	m	90.86	0.734	90.64	91.94	8361.61626
18	S(5)	90.86	0.734	90.64	91.94	8361.61626
32	S(37)	90.86	0.734	90.64	91.94	8361.61626
28	S(31)	89.47	0.693	88.39	96.08	8316.184305
41	A	90.58	0.725	90.33	91.80	8314.689825
39	q-	90.58	0.725	90.60	90.48	8266.7547
31	S(36)	85.32	0.556	84.31	94.44	7675.1675
drop:
20	S(9)
data_42.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
32	S(43)	91.69	0.761	90.73	96.61	8659.88517
17	S(3)	91.69	0.761	90.73	96.61	8659.88517
29	S(33)	91.69	0.761	90.73	96.61	8659.88517
16	Shal	91.69	0.761	90.73	96.61	8659.88517
10	ncof	91.69	0.761	90.73	96.61	8659.88517
25	S(28)	91.69	0.761	90.73	96.61	8659.88517
35	S(80)	91.69	0.761	90.73	96.61	8659.88517
12	noxy	91.69	0.761	90.73	96.61	8659.88517
36	eb	91.69	0.761	90.73	96.61	8659.88517
11	ncoi	91.69	0.761	90.73	96.61	8659.88517
13	nnitro	91.69	0.761	90.73	96.61	8659.88517
5	3cP	91.41	0.753	90.43	96.55	8616.31887
41	VS	91.41	0.753	90.43	96.55	8616.31887
8	6cvCH	91.41	0.753	90.43	96.55	8616.31887
4	dis3	91.41	0.753	90.43	96.55	8616.31887
6	2cv	91.41	0.753	90.43	96.55	8616.31887
19	S(7)	91.41	0.753	90.43	96.55	8616.31887
23	S(26)	91.41	0.753	90.43	96.55	8616.31887
18	S(5)	91.69	0.760	91.00	95.08	8601.548
14	1k	91.14	0.744	90.13	96.49	8573.69604
42	Svnc	91.14	0.744	90.13	96.49	8573.69604
22	S(20)	91.14	0.744	90.13	96.49	8573.69604
9	nhev	91.14	0.744	90.13	96.49	8573.69604
15	1ka	91.14	0.744	90.13	96.49	8573.69604
34	S(60)	91.41	0.752	90.70	95.00	8557.2417
33	S(56)	91.41	0.752	90.70	95.00	8557.2417
7	4cvCH	91.14	0.743	90.40	94.92	8513.87878
28	S(32)	91.14	0.743	90.40	94.92	8513.87878
26	S(30)	90.86	0.735	90.10	94.83	8469.331675
21	S(17)	91.14	0.743	90.67	93.44	8458.289565
3	dis1	90.86	0.734	90.37	93.33	8412.9089
37	q+	90.86	0.734	90.37	93.33	8412.9089
27	S(31)	90.03	0.711	88.96	96.23	8402.162895
20	S(16)	90.30	0.718	89.51	94.64	8380.48235
38	q-	90.86	0.734	90.64	91.94	8361.61626
39	m	90.86	0.734	90.64	91.94	8361.61626
31	S(37)	90.86	0.734	90.64	91.94	8361.61626
24	S(27)	90.30	0.717	89.77	93.10	8322.139395
40	A	90.58	0.725	90.33	91.80	8314.689825
30	S(36)	85.32	0.556	84.31	94.44	7675.1675
drop:
32	S(43)
data_41.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
9	nhev	91.69	0.761	90.73	96.61	8659.88517
29	S(33)	91.69	0.761	90.73	96.61	8659.88517
34	S(80)	91.69	0.761	90.73	96.61	8659.88517
17	S(3)	91.69	0.761	90.73	96.61	8659.88517
41	Svnc	91.69	0.761	90.73	96.61	8659.88517
6	2cv	91.69	0.761	90.73	96.61	8659.88517
5	3cP	91.69	0.761	90.73	96.61	8659.88517
15	1ka	91.69	0.761	90.73	96.61	8659.88517
11	ncoi	91.69	0.761	90.73	96.61	8659.88517
25	S(28)	91.69	0.761	90.73	96.61	8659.88517
14	1k	91.41	0.753	90.43	96.55	8616.31887
8	6cvCH	91.41	0.753	90.43	96.55	8616.31887
12	noxy	91.41	0.753	90.43	96.55	8616.31887
35	eb	91.41	0.753	90.43	96.55	8616.31887
40	VS	91.41	0.753	90.43	96.55	8616.31887
7	4cvCH	91.41	0.752	90.70	95.00	8557.2417
18	S(5)	91.41	0.752	90.70	95.00	8557.2417
13	nnitro	91.41	0.752	90.70	95.00	8557.2417
33	S(60)	91.41	0.752	90.70	95.00	8557.2417
22	S(20)	90.86	0.736	89.84	96.43	8530.79346
32	S(56)	91.14	0.743	90.40	94.92	8513.87878
4	dis3	91.14	0.743	90.40	94.92	8513.87878
10	ncof	91.14	0.743	90.40	94.92	8513.87878
16	Shal	91.14	0.743	90.40	94.92	8513.87878
23	S(26)	91.14	0.743	90.40	94.92	8513.87878
19	S(7)	91.14	0.743	90.40	94.92	8513.87878
20	S(16)	90.86	0.735	90.10	94.83	8469.331675
3	dis1	90.86	0.734	90.37	93.33	8412.9089
36	q+	90.86	0.734	90.37	93.33	8412.9089
24	S(27)	90.86	0.734	90.37	93.33	8412.9089
28	S(32)	90.86	0.734	90.37	93.33	8412.9089
26	S(30)	90.58	0.726	90.07	93.22	8367.73837
21	S(17)	90.86	0.734	90.64	91.94	8361.61626
27	S(31)	90.03	0.709	89.22	94.55	8337.553015
39	A	90.58	0.725	90.33	91.80	8314.689825
38	m	90.86	0.734	91.19	89.39	8270.02226
31	S(37)	90.30	0.717	90.57	89.06	8174.691855
37	q-	90.03	0.708	90.54	87.69	8086.11687
30	S(36)	85.32	0.556	84.31	94.44	7675.1675
drop:
9	nhev
data_40.txt:
sort:
Column	Desc	ACC	MCC	SP	SE	Score
24	S(28)	91.69	0.761	90.73	96.61	8659.88517
10	ncoi	91.69	0.761	90.73	96.61	8659.88517
33	S(80)	91.69	0.761	90.73	96.61	8659.88517
16	S(3)	91.69	0.761	90.73	96.61	8659.88517
28	S(33)	91.69	0.761	90.73	96.61	8659.88517
12	nnitro	91.41	0.753	90.43	96.55	8616.31887
15	Shal	91.41	0.753	90.43	96.55	8616.31887
17	S(5)	91.69	0.760	91.00	95.08	8601.548
14	1ka	91.14	0.744	90.13	96.49	8573.69604
21	S(20)	91.14	0.744	90.13	96.49	8573.69604
39	VS	91.14	0.744	90.13	96.49	8573.69604
13	1k	91.14	0.744	90.13	96.49	8573.69604
8	6cvCH	91.14	0.744	90.13	96.49	8573.69604
11	noxy	91.14	0.744	90.13	96.49	8573.69604
6	2cv	91.14	0.744	90.13	96.49	8573.69604
40	Svnc	91.14	0.744	90.13	96.49	8573.69604
32	S(60)	91.41	0.752	90.70	95.00	8557.2417
7	4cvCH	91.41	0.752	90.70	95.00	8557.2417
22	S(26)	91.14	0.743	90.40	94.92	8513.87878
34	eb	91.14	0.743	90.40	94.92	8513.87878
